CID,BDATE,GEN
NASAW00018638,1993-06-29,Female
NASAW00018639,1979-08-27,Female
NASAW00018640,1979-09-24,Male
NASAW00018641,1981-11-08,Male
NASAW00018642,1990-10-12,Female
NASAW00018643,1996-11-05,Male
NASAW00018644,1987-01-15,Female
NASAW00018645,1982-04-18,Male
NASAW00018646,1977-11-01,Male
NASAW00018647,1995-12-18,Female
NASAW00018648,1990-04-24,Female
NASAW00018649,2000-01-03,Male
NASAW00018650,1979-05-28,Male
NASAW00018651,2002-06-06,Male
NASAW00018652,1970-04-28,Female
NASAW00018653,1986-11-05,Male
NASAW00018654,1975-05-22,Male
NASAW00018655,2000-09-14,Male
NASAW00018656,2000-09-25,Male
NASAW00018657,2007-06-01,Male
NASAW00018658,1996-01-21,Male
NASAW00018659,1964-08-18,Female
NASAW00018660,1957-07-09,Female
NASAW00018661,1993-05-06,Male
NASAW00018662,1992-03-06,Male
NASAW00018663,1991-04-22,Male
NASAW00018664,1995-10-14,Male
NASAW00018665,1979-12-17,Female
NASAW00018666,1989-05-18,Female
NASAW00018667,1986-12-08,Female
NASAW00018668,2005-04-20,Male
NASAW00018669,1984-05-16,Male
NASAW00018670,2001-09-30,Female
NASAW00018671,1992-10-12,Female
NASAW00018672,1971-11-15,Male
NASAW00018673,1977-02-26,Male
NASAW00018674,1981-03-30,Female
NASAW00018675,1986-01-01,Female
NASAW00018676,2000-03-19,Male
NASAW00018677,1988-11-12,Male
NASAW00018678,1990-06-11,Male
NASAW00018679,1964-11-12,Male
NASAW00018680,1992-11-08,Male
NASAW00018681,1995-02-13,Female
NASAW00018682,1993-12-13,Female
NASAW00018683,1980-05-20,Male
NASAW00018684,1984-02-26,Female
NASAW00018685,1988-10-09,Male
NASAW00018686,1970-10-18,Male
NASAW00018687,1980-06-26,Female
NASAW00018688,2003-07-19,Male
NASAW00018689,1977-08-21,Male
NASAW00018690,1977-12-05,Male
NASAW00018691,1989-08-20,Female
NASAW00018692,2005-09-26,Male
NASAW00018693,1997-07-11,Female
NASAW00018694,1995-03-16,Male
NASAW00018695,2005-04-22,Male
NASAW00018696,1984-04-02,Female
NASAW00018697,1996-07-25,Female
NASAW00018698,1986-07-21,Female
NASAW00018699,1994-01-29,Male
NASAW00018700,1996-05-28,Male
NASAW00018701,1989-03-27,Male
NASAW00018702,1980-04-01,Female
NASAW00018703,1982-09-06,Male
NASAW00018704,1991-02-12,Female
NASAW00018705,1991-05-14,Male
NASAW00018706,1977-12-23,Male
NASAW00018707,1986-06-07,Male
NASAW00018708,2000-03-19,Male
NASAW00018709,2002-07-09,Male
NASAW00018710,1995-05-07,Male
NASAW00018711,1993-07-18,Female
NASAW00018712,1976-05-24,Male
NASAW00018713,1985-05-09,Female
NASAW00018714,1970-12-22,Male
NASAW00018715,1957-04-07,Male
NASAW00018716,2001-11-18,Male
NASAW00018717,2001-02-20,Female
NASAW00018718,2002-12-13,Female
NASAW00018719,1987-09-11,Male
NASAW00018720,1998-06-10,Female
NASAW00018721,1996-02-27,Male
NASAW00018722,1969-12-25,Male
NASAW00018723,1986-08-04,Female
NASAW00018724,1994-04-01,Female
NASAW00018725,2004-09-14,Female
NASAW00018726,1975-07-16,Female
NASAW00018727,1996-04-06,Female
NASAW00018728,1996-04-03,Male
NASAW00018729,1995-02-25,Male
NASAW00018730,1966-03-03,Male
NASAW00018731,1979-05-30,Male
NASAW00018732,1980-03-27,Male
NASAW00018733,1980-04-04,Male
NASAW00018734,1980-11-30,Female
NASAW00018735,1998-10-14,Female
NASAW00018736,1971-12-06,Female
NASAW00018737,1978-09-14,Male
NASAW00018738,1969-11-08,Female
NASAW00018739,1977-03-08,Female
NASAW00018740,1984-06-15,Male
NASAW00018741,1980-08-09,Male
NASAW00018742,2007-01-08,Male
NASAW00018743,1980-11-20,Male
NASAW00018744,1981-01-02,Female
NASAW00018745,2008-01-24,Female
NASAW00018746,1984-06-27,Male
NASAW00018747,1996-06-13,Female
NASAW00018748,1984-07-18,Female
NASAW00018749,1987-12-25,Female
NASAW00018750,1994-06-12,Female
NASAW00018751,1998-10-29,Female
NASAW00018752,1979-03-29,Female
NASAW00018753,1978-10-22,Male
NASAW00018754,1987-08-25,Female
NASAW00018755,1997-07-11,Male
NASAW00018756,1993-12-18,Female
NASAW00018757,1973-11-26,Male
NASAW00018758,1996-11-16,Male
NASAW00018759,1990-03-23,Male
NASAW00018760,1989-08-07,Female
NASAW00018761,1999-10-13,Male
NASAW00018762,1977-01-30,Female
NASAW00018763,1984-02-26,Female
NASAW00018764,1977-03-21,Female
NASAW00018765,1992-03-16,Male
NASAW00018766,1989-03-18,Male
NASAW00018767,2007-10-23,Male
NASAW00018768,1992-08-27,Male
NASAW00018769,1976-11-07,Female
NASAW00018770,2007-11-22,Male
NASAW00018771,1979-09-12,Male
NASAW00018772,1972-11-11,Female
NASAW00018773,1984-09-30,Female
NASAW00018774,1981-12-30,Male
NASAW00018775,1983-07-05,Female
NASAW00018776,1979-10-16,Male
NASAW00018777,1997-07-22,Male
NASAW00018778,1991-03-27,Male
NASAW00018779,2005-06-24,Male
NASAW00018780,1960-10-07,Male
NASAW00018781,1982-04-06,Male
NASAW00018782,1978-07-09,Male
NASAW00018783,1977-11-06,Male
NASAW00018784,1990-12-25,Female
NASAW00018785,1960-11-19,Female
NASAW00018786,1990-11-12,Male
NASAW00018787,1990-12-07,Female
NASAW00018788,1964-02-13,Female
NASAW00018789,1981-08-29,Male
NASAW00018790,1995-04-20,Female
NASAW00018791,2007-04-04,Female
NASAW00018792,1988-04-01,Female
NASAW00018793,2005-05-01,Male
NASAW00018794,1965-07-24,Male
NASAW00018795,1986-08-08,Male
NASAW00018796,1995-06-10,Male
NASAW00018797,1987-10-10,Male
NASAW00018798,2001-08-06,Female
NASAW00018799,2007-03-20,Male
NASAW00018800,1998-05-30,Female
NASAW00018801,1997-12-18,Female
NASAW00018802,2002-07-18,Male
NASAW00018803,1993-05-24,Male
NASAW00018804,1980-06-19,Male
NASAW00018805,1975-06-11,Female
NASAW00018806,1975-09-22,Female
NASAW00018807,1984-11-25,Male
NASAW00018808,1995-11-17,Female
NASAW00018809,1986-08-04,Male
NASAW00018810,1971-08-20,Male
NASAW00018811,1994-01-25,Male
NASAW00018812,1984-05-12,Male
NASAW00018813,1965-10-01,Female
NASAW00018814,1960-08-20,Male
NASAW00018815,2007-10-09,Female
NASAW00018816,1991-01-05,Female
NASAW00018817,1986-03-14,Female
NASAW00018818,1983-07-02,Male
NASAW00018819,1996-02-03,Female
NASAW00018820,1972-11-17,Female
NASAW00018821,2002-12-20,Male
NASAW00018822,1997-09-08,Male
NASAW00018823,1985-04-02,Male
NASAW00018824,1975-07-11,Male
NASAW00018825,1977-08-19,Male
NASAW00018826,2003-03-23,Female
NASAW00018827,1983-12-02,Female
NASAW00018828,1976-05-31,Female
NASAW00018829,1975-09-18,Male
NASAW00018830,2004-12-02,Female
NASAW00018831,1994-08-04,Male
NASAW00018832,1982-02-05,Male
NASAW00018833,1978-03-15,Female
NASAW00018834,1984-08-22,Female
NASAW00018835,1987-05-04,Female
NASAW00018836,2000-01-20,Female
NASAW00018837,1981-08-09,Female
NASAW00018838,2003-05-08,Female
NASAW00018839,1984-12-26,Male
NASAW00018840,1981-12-14,Female
NASAW00018841,1985-01-09,Female
NASAW00018842,1998-12-16,Male
NASAW00018843,1997-07-10,Male
NASAW00018844,2000-05-28,Male
NASAW00018845,1974-08-14,Female
NASAW00018846,2001-04-14,Male
NASAW00018847,1991-10-05,Female
NASAW00018848,2001-12-30,Male
NASAW00018849,1991-12-01,Female
NASAW00018850,1981-06-21,Male
NASAW00018851,1988-11-07,Male
NASAW00018852,1987-12-06,Female
NASAW00018853,1984-07-22,Female
NASAW00018854,1988-12-29,Male
NASAW00018855,1994-03-28,Male
NASAW00018856,1992-05-23,Male
NASAW00018857,1990-08-20,Male
NASAW00018858,1969-02-05,Male
NASAW00018859,1980-10-04,Female
NASAW00018860,2004-08-31,Female
NASAW00018861,1995-12-02,Female
NASAW00018862,1991-05-20,Male
NASAW00018863,1996-05-19,Male
NASAW00018864,2002-06-10,Male
NASAW00018865,1990-01-01,Female
NASAW00018866,1976-11-13,Male
NASAW00018867,1975-05-24,Male
NASAW00018868,1983-07-06,Male
NASAW00018869,2000-08-20,Female
NASAW00018870,2006-06-06,Female
NASAW00018871,1974-09-23,Male
NASAW00018872,1963-10-17,Male
NASAW00018873,2002-11-21,Male
NASAW00018874,1996-05-17,Female
NASAW00018875,2004-12-01,Male
NASAW00018876,1980-11-11,Male
NASAW00018877,1974-07-15,Male
NASAW00018878,1991-04-07,Female
NASAW00018879,1971-07-08,Male
NASAW00018880,1969-08-18,Male
NASAW00018881,1997-05-18,Female
NASAW00018882,1987-04-12,Male
NASAW00018883,1994-10-29,Male
NASAW00018884,1962-08-04,Male
NASAW00018885,1976-04-11,Female
NASAW00018886,1975-10-12,Male
NASAW00018887,2002-01-18,Female
NASAW00018888,1987-09-01,Male
NASAW00018889,2004-02-05,Female
NASAW00018890,1982-07-04,Female
NASAW00018891,1990-10-29,Female
NASAW00018892,2000-05-29,Male
NASAW00018893,1987-04-18,Male
NASAW00018894,2002-03-15,Male
NASAW00018895,1978-12-18,Male
NASAW00018896,1996-10-06,Male
NASAW00018897,1997-08-03,Male
NASAW00018898,1991-01-12,Female
NASAW00018899,1968-05-07,Male
NASAW00018900,2007-07-22,Male
NASAW00018901,1992-01-10,Male
NASAW00018902,1967-06-24,Male
NASAW00018903,2001-07-29,Male
NASAW00018904,1993-05-18,Female
NASAW00018905,1983-08-25,Male
NASAW00018906,1991-08-21,Female
NASAW00018907,1994-03-07,Female
NASAW00018908,1987-05-28,Female
NASAW00018909,1973-04-09,Female
NASAW00018910,2002-12-26,Male
NASAW00018911,1998-06-06,Male
NASAW00018912,1996-12-18,Male
NASAW00018913,1975-07-06,Male
NASAW00018914,1989-10-11,Female
NASAW00018915,1981-01-29,Female
NASAW00018916,1979-12-30,Male
NASAW00018917,1975-10-07,Male
NASAW00018918,1996-11-03,Female
NASAW00018919,1985-11-27,Male
NASAW00018920,1976-07-26,Male
NASAW00018921,1973-05-08,Female
NASAW00018922,1985-07-05,Female
NASAW00018923,1990-01-25,Female
NASAW00018924,2003-12-30,Female
NASAW00018925,2008-01-16,Female
NASAW00018926,1974-10-09,Male
NASAW00018927,1970-10-06,Female
NASAW00018928,1960-01-12,Female
NASAW00018929,2002-03-28,Male
NASAW00018930,1974-10-21,Female
NASAW00018931,1975-05-03,Female
NASAW00018932,1991-08-28,Male
NASAW00018933,2001-03-19,Female
NASAW00018934,1976-03-25,Male
NASAW00018935,1999-05-24,Female
NASAW00018936,1984-10-09,Female
NASAW00018937,1993-11-01,Male
NASAW00018938,1994-03-22,Male
NASAW00018939,1989-10-08,Male
NASAW00018940,1981-01-07,Male
NASAW00018941,1988-06-09,Male
NASAW00018942,1993-08-16,Male
NASAW00018943,1994-04-10,Female
NASAW00018944,1977-06-06,Male
NASAW00018945,1968-02-14,Male
NASAW00018946,1989-07-26,Male
NASAW00018947,1985-02-06,Male
NASAW00018948,1970-06-06,Female
NASAW00018949,1999-11-19,Male
NASAW00018950,1975-07-20,Female
NASAW00018951,1972-10-14,Male
NASAW00018952,1971-12-18,Female
NASAW00018953,1998-06-26,Female
NASAW00018954,2008-01-19,Male
NASAW00018955,2007-02-12,Male
NASAW00018956,1973-10-29,Female
NASAW00018957,1968-11-13,Female
NASAW00018958,1966-05-14,Female
NASAW00018959,1988-04-17,Male
NASAW00018960,1992-08-22,Male
NASAW00018961,1998-10-31,Male
NASAW00018962,1997-11-22,Male
NASAW00018963,1990-07-22,Female
NASAW00018964,1977-02-02,Male
NASAW00018965,1987-05-01,Male
NASAW00018966,1989-08-17,Female
NASAW00018967,1997-08-31,Male
NASAW00018968,1987-11-05,Male
NASAW00018969,1984-05-19,Female
NASAW00018970,1996-05-12,Male
NASAW00018971,2004-11-10,Male
NASAW00018972,1971-04-08,Male
NASAW00018973,1997-08-15,Female
NASAW00018974,1984-12-16,Male
NASAW00018975,2007-12-20,Male
NASAW00018976,1974-05-25,Male
NASAW00018977,1974-06-18,Male
NASAW00018978,1970-12-27,Male
NASAW00018979,1984-06-04,Male
NASAW00018980,2001-09-05,Female
NASAW00018981,1986-08-02,Female
NASAW00018982,1991-12-22,Male
NASAW00018983,2003-11-28,Female
NASAW00018984,1984-12-01,Female
NASAW00018985,1996-01-22,Female
NASAW00018986,1979-11-18,Male
NASAW00018987,1966-07-04,Male
NASAW00018988,1978-05-16,Female
NASAW00018989,1971-12-27,Female
NASAW00018990,1994-01-10,Female
NASAW00018991,1990-08-02,Male
NASAW00018992,1995-07-20,Male
NASAW00018993,1969-08-13,Male
NASAW00018994,1991-04-03,Male
NASAW00018995,1990-05-12,Female
NASAW00018996,1963-11-08,Female
NASAW00018997,1967-02-02,Male
NASAW00018998,2007-11-09,Male
NASAW00018999,1993-11-02,Female
NASAW00019000,1972-06-27,Female
NASAW00019001,1993-11-03,Male
NASAW00019002,1991-10-13,Female
NASAW00019003,2002-01-01,Male
NASAW00019004,1960-11-07,Male
NASAW00019005,1974-02-11,Female
NASAW00019006,1978-11-20,Female
NASAW00019007,1965-04-04,Female
NASAW00019008,1983-12-02,Female
NASAW00019009,1981-11-01,Female
NASAW00019010,1970-11-01,Female
NASAW00019011,1968-03-07,Female
NASAW00019012,1991-03-04,Male
NASAW00019013,1992-10-21,Female
NASAW00019014,1964-02-09,Male
NASAW00019015,1982-12-08,Male
NASAW00019016,1989-01-28,Female
NASAW00019017,1951-03-11,Female
NASAW00019018,1995-05-29,Female
NASAW00019019,1997-02-01,Male
NASAW00019020,1991-11-12,Male
NASAW00019021,1996-01-11,Female
NASAW00019022,2000-07-01,Female
NASAW00019023,1969-09-29,Female
NASAW00019024,1971-01-02,Male
NASAW00019025,1976-06-01,Male
NASAW00019026,1968-11-09,Male
NASAW00019027,1991-05-26,Female
NASAW00019028,1987-10-10,Male
NASAW00019029,2004-07-29,Female
NASAW00019030,1992-01-24,Male
NASAW00019031,1973-07-31,Female
NASAW00019032,1989-12-23,Female
NASAW00019033,1984-11-02,Male
NASAW00019034,1983-02-07,Female
NASAW00019035,1976-11-03,Male
NASAW00019036,1986-07-12,Male
NASAW00019037,1986-10-20,Male
NASAW00019038,1984-08-23,Male
NASAW00019039,2007-05-30,Male
NASAW00019040,1994-03-11,Male
NASAW00019041,1988-01-07,Female
NASAW00019042,2001-09-25,Male
NASAW00019043,1987-06-19,Female
NASAW00019044,1978-01-16,Male
NASAW00019045,1982-12-28,Male
NASAW00019046,1964-09-12,Female
NASAW00019047,1995-11-19,Female
NASAW00019048,1987-01-07,Male
NASAW00019049,1989-03-28,Male
NASAW00019050,2003-09-07,Male
NASAW00019051,1970-08-09,Female
NASAW00019052,1981-12-31,Female
NASAW00019053,1980-08-13,Male
NASAW00019054,1967-03-22,Male
NASAW00019055,1983-04-06,Male
NASAW00019056,2007-08-16,Female
NASAW00019057,1980-11-02,Female
NASAW00019058,1995-02-01,Male
NASAW00019059,1957-01-20,Male
NASAW00019060,1967-09-25,Female
NASAW00019061,1992-11-01,Female
NASAW00019062,1979-01-13,Female
NASAW00019063,1990-11-09,Female
NASAW00019064,1994-08-16,Female
NASAW00019065,1997-08-08,Female
NASAW00019066,1964-09-26,Male
NASAW00019067,1998-12-22,Female
NASAW00019068,1974-04-20,Female
NASAW00019069,1980-07-23,Male
NASAW00019070,2005-11-16,Male
NASAW00019071,2003-03-15,Male
NASAW00019072,1975-01-17,Female
NASAW00019073,1994-04-13,Male
NASAW00019074,1975-07-16,Female
NASAW00019075,1987-09-22,Male
NASAW00019076,1993-12-29,Female
NASAW00019077,1971-05-14,Male
NASAW00019078,2005-05-16,Female
NASAW00019079,1956-10-25,Male
NASAW00019080,2002-10-29,Male
NASAW00019081,1995-05-03,Female
NASAW00019082,2001-11-16,Male
NASAW00019083,1995-11-05,Male
NASAW00019084,1994-07-24,Female
NASAW00019085,1983-01-24,Female
NASAW00019086,2005-10-09,Male
NASAW00019087,1988-05-30,Female
NASAW00019088,2001-08-04,Male
NASAW00019089,1986-06-12,Female
NASAW00019090,2006-11-25,Male
NASAW00019091,1995-07-02,Male
NASAW00019092,1965-03-20,Male
NASAW00019093,1978-08-22,Female
NASAW00019094,1996-04-20,Male
NASAW00019095,1971-10-06,Female
NASAW00019096,1965-11-22,Male
NASAW00019097,1963-05-18,Female
NASAW00019098,2002-05-16,Male
NASAW00019099,1994-02-07,Female
NASAW00019100,1972-04-26,Male
NASAW00019101,1969-08-04,Female
NASAW00019102,1995-04-14,Female
NASAW00019103,2007-05-16,Male
NASAW00019104,1999-07-16,Female
NASAW00019105,1974-12-02,Female
NASAW00019106,1996-06-22,Male
NASAW00019107,2008-01-03,Male
NASAW00019108,2003-11-29,Female
NASAW00019109,1972-02-07,Female
NASAW00019110,1964-10-15,Male
NASAW00019111,1970-10-31,Female
NASAW00019112,1997-02-13,Female
NASAW00019113,1987-11-13,Male
NASAW00019114,1968-07-25,Female
NASAW00019115,1984-08-22,Female
NASAW00019116,1999-06-21,Male
NASAW00019117,1995-08-07,Female
NASAW00019118,1991-07-09,Male
NASAW00019119,1999-12-04,Male
NASAW00019120,1996-04-20,Male
NASAW00019121,1997-09-20,Female
NASAW00019122,1964-09-12,Female
NASAW00019123,2001-02-18,Female
NASAW00019124,2002-03-16,Male
NASAW00019125,1980-11-24,Male
NASAW00019126,1988-02-13,Male
NASAW00019127,1982-05-23,Female
NASAW00019128,1999-03-14,Female
NASAW00019129,1992-04-14,Male
NASAW00019130,1993-02-04,Female
NASAW00019131,1989-07-26,Male
NASAW00019132,1973-09-29,Male
NASAW00019133,1990-05-30,Male
NASAW00019134,1968-11-18,Female
NASAW00019135,1997-12-18,Male
NASAW00019136,1993-06-17,Male
NASAW00019137,1993-12-07,Male
NASAW00019138,1979-06-14,Male
NASAW00019139,2003-12-27,Male
NASAW00019140,1983-01-11,Female
NASAW00019141,1989-09-04,Male
NASAW00019142,1974-03-06,Male
NASAW00019143,1970-10-09,Female
NASAW00019144,1965-10-22,Male
NASAW00019145,1990-08-18,Female
NASAW00019146,1993-04-02,Female
NASAW00019147,1978-01-19,Male
NASAW00019148,1988-10-18,Male
NASAW00019149,1964-10-05,Male
NASAW00019150,1995-02-18,Female
NASAW00019151,1991-04-27,Male
NASAW00019152,1985-03-02,Male
NASAW00019153,1981-07-17,Male
NASAW00019154,1994-06-02,Female
NASAW00019155,1987-06-19,Female
NASAW00019156,1991-07-25,Female
NASAW00019157,1996-03-17,Male
NASAW00019158,1996-08-02,Female
NASAW00019159,1983-12-12,Male
NASAW00019160,1980-04-28,Female
NASAW00019161,1966-05-19,Male
NASAW00019162,1994-03-27,Male
NASAW00019163,1992-03-17,Female
NASAW00019164,2007-10-22,Female
NASAW00019165,1987-12-31,Female
NASAW00019166,1954-07-29,Female
NASAW00019167,1977-11-16,Female
NASAW00019168,2008-01-02,Male
NASAW00019169,1976-12-08,Female
NASAW00019170,1990-05-04,Male
NASAW00019171,1989-12-07,Female
NASAW00019172,1991-09-02,Male
NASAW00019173,1984-06-12,Female
NASAW00019174,1985-01-13,Female
NASAW00019175,2000-05-10,Male
NASAW00019176,1987-07-23,Female
NASAW00019177,1988-12-10,Female
NASAW00019178,1986-03-24,Female
NASAW00019179,1996-08-25,Female
NASAW00019180,1973-09-30,Female
NASAW00019181,1970-10-24,Male
NASAW00019182,1982-06-12,Male
NASAW00019183,1981-08-15,Male
NASAW00019184,1987-12-14,Female
NASAW00019185,1984-01-04,Female
NASAW00019186,1969-01-10,Male
NASAW00019187,1983-09-07,Male
NASAW00019188,1990-04-23,Male
NASAW00019189,1974-07-30,Female
NASAW00019190,2000-06-13,Male
NASAW00019191,1950-09-14,Male
NASAW00019192,1979-09-05,Female
NASAW00019193,1967-08-27,Male
NASAW00019194,1991-03-09,Male
NASAW00019195,1998-10-20,Male
NASAW00019196,1971-08-29,Female
NASAW00019197,1971-02-03,Female
NASAW00019198,1986-12-30,Female
NASAW00019199,1993-10-19,Male
NASAW00019200,1995-03-19,Male
NASAW00019201,1990-09-30,Male
NASAW00019202,1991-01-04,Female
NASAW00019203,1977-10-28,Male
NASAW00019204,1990-03-03,Female
NASAW00019205,1989-08-15,Male
NASAW00019206,1970-09-15,Female
NASAW00019207,1978-11-30,Male
NASAW00019208,1970-05-09,Female
NASAW00019209,1986-07-23,Female
NASAW00019210,1968-01-10,Female
NASAW00019211,1963-10-28,Female
NASAW00019212,1997-01-31,Female
NASAW00019213,1987-05-27,Female
NASAW00019214,1973-04-05,Female
NASAW00019215,1974-07-12,Male
NASAW00019216,1997-03-05,Male
NASAW00019217,1991-10-18,Male
NASAW00019218,1982-07-06,Male
NASAW00019219,1994-01-05,Female
NASAW00019220,1979-01-28,Female
NASAW00019221,1996-01-22,Female
NASAW00019222,1999-12-04,Male
NASAW00019223,1991-06-11,Female
NASAW00019224,1982-07-29,Female
NASAW00019225,1981-04-28,Male
NASAW00019226,1988-12-09,Male
NASAW00019227,2002-05-28,Male
NASAW00019228,1989-05-23,Female
NASAW00019229,1970-05-01,Male
NASAW00019230,2005-02-24,Female
NASAW00019231,1997-08-27,Female
NASAW00019232,1990-12-30,Female
NASAW00019233,2002-01-25,Male
NASAW00019234,1998-03-25,Male
NASAW00019235,1969-07-09,Female
NASAW00019236,1987-12-07,Female
NASAW00019237,1983-03-16,Female
NASAW00019238,1990-02-03,Female
NASAW00019239,1972-10-31,Male
NASAW00019240,2006-11-14,Female
NASAW00019241,1976-01-04,Female
NASAW00019242,1982-09-25,Male
NASAW00019243,1995-10-11,Male
NASAW00019244,2003-02-07,Male
NASAW00019245,1971-12-11,Male
NASAW00019246,1998-09-16,Male
NASAW00019247,1997-04-22,Female
NASAW00019248,1988-08-26,Female
NASAW00019249,1996-04-02,Male
NASAW00019250,1977-12-23,Female
NASAW00019251,1993-02-25,Male
NASAW00019252,1991-10-24,Female
NASAW00019253,1975-03-16,Female
NASAW00019254,1962-06-29,Male
NASAW00019255,2005-08-15,Male
NASAW00019256,1998-10-16,Female
NASAW00019257,1989-02-12,Female
NASAW00019258,1997-05-08,Male
NASAW00019259,2002-08-14,Female
NASAW00019260,1969-07-18,Female
NASAW00019261,1996-08-07,Female
NASAW00019262,1979-07-13,Female
NASAW00019263,1999-06-15,Female
NASAW00019264,1985-09-29,Male
NASAW00019265,1971-08-18,Male
NASAW00019266,2007-12-03,Male
NASAW00019267,2008-03-23,Male
NASAW00019268,1979-07-11,Female
NASAW00019269,1973-01-21,Female
